image_id,class_id,class_name,data_split
img_616,2,Pullover,train
img_617,2,Pullover,train
img_618,7,Sneaker,train
img_619,7,Sneaker,train
img_620,5,Sandal,train
img_621,8,Bag,train
img_622,4,Coat,train
img_623,6,Shirt,train
img_624,9,Ankle boot,train
img_625,4,Coat,train
img_626,3,Dress,train
img_627,7,Sneaker,train
img_628,8,Bag,train
img_629,7,Sneaker,train
img_630,8,Bag,train
img_631,3,Dress,train
img_632,7,Sneaker,train
img_633,8,Bag,train
img_634,4,Coat,train
img_635,7,Sneaker,train
img_636,7,Sneaker,train
img_637,2,Pullover,train
img_638,2,Pullover,train
img_639,0,T-shirt/top,train
img_640,0,T-shirt/top,train
img_641,0,T-shirt/top,train
img_642,3,Dress,train
img_643,9,Ankle boot,train
img_644,1,Trouser,train
img_645,0,T-shirt/top,train
img_646,9,Ankle boot,train
img_647,8,Bag,train
img_648,4,Coat,train
img_649,3,Dress,train
img_650,9,Ankle boot,train
img_651,9,Ankle boot,train
img_652,9,Ankle boot,train
img_653,8,Bag,train
img_654,8,Bag,train
img_655,5,Sandal,train
img_656,4,Coat,train
img_657,5,Sandal,train
img_658,4,Coat,train
img_659,9,Ankle boot,train
img_660,8,Bag,train
img_661,8,Bag,train
img_662,0,T-shirt/top,train
img_663,9,Ankle boot,train
img_664,2,Pullover,train
img_665,0,T-shirt/top,train
img_666,7,Sneaker,train
img_667,3,Dress,train
img_668,7,Sneaker,train
img_669,9,Ankle boot,train
img_670,3,Dress,train
img_671,8,Bag,train
img_672,4,Coat,train
img_673,3,Dress,train
img_674,7,Sneaker,train
img_675,8,Bag,train
img_676,1,Trouser,train
img_677,4,Coat,train
img_678,0,T-shirt/top,train
img_679,7,Sneaker,train
img_680,9,Ankle boot,train
img_681,8,Bag,train
img_682,5,Sandal,train
img_683,5,Sandal,train
img_684,2,Pullover,train
img_685,1,Trouser,train
img_686,3,Dress,train
img_687,4,Coat,train
img_688,6,Shirt,train
img_689,7,Sneaker,train
img_690,7,Sneaker,train
img_691,5,Sandal,train
img_692,9,Ankle boot,train
img_693,9,Ankle boot,train
img_694,7,Sneaker,train
img_695,8,Bag,train
img_696,2,Pullover,train
img_697,7,Sneaker,train
img_698,4,Coat,train
img_699,7,Sneaker,train
img_700,0,T-shirt/top,train
img_701,3,Dress,train
img_702,5,Sandal,train
img_703,1,Trouser,train
img_704,1,Trouser,train
img_705,5,Sandal,train
img_706,5,Sandal,train
img_707,2,Pullover,train
img_708,8,Bag,train
img_709,3,Dress,train
img_710,5,Sandal,train
img_711,9,Ankle boot,train
img_712,0,T-shirt/top,train
img_713,7,Sneaker,train
img_714,3,Dress,train
img_715,0,T-shirt/top,train
img_716,0,T-shirt/top,train
img_717,7,Sneaker,train
img_718,1,Trouser,train
img_719,9,Ankle boot,train
img_720,4,Coat,train
img_721,8,Bag,train
img_722,9,Ankle boot,train
img_723,1,Trouser,train
img_724,8,Bag,train
img_725,3,Dress,train
img_726,4,Coat,train
img_727,7,Sneaker,train
img_728,7,Sneaker,train
img_729,7,Sneaker,train
img_730,1,Trouser,train
img_731,4,Coat,train
img_732,0,T-shirt/top,train
img_733,4,Coat,train
img_734,5,Sandal,train
img_735,8,Bag,train
img_736,8,Bag,train
img_737,6,Shirt,train
img_738,5,Sandal,train
img_739,7,Sneaker,train
img_740,1,Trouser,train
img_741,0,T-shirt/top,train
img_742,2,Pullover,train
img_743,4,Coat,train
img_744,9,Ankle boot,train
img_745,0,T-shirt/top,train
img_746,9,Ankle boot,train
img_747,8,Bag,train
img_748,6,Shirt,train
img_749,2,Pullover,train
img_750,8,Bag,train
img_751,1,Trouser,train
img_752,4,Coat,train
img_753,1,Trouser,train
img_754,1,Trouser,train
img_755,2,Pullover,train
img_756,3,Dress,train
img_757,3,Dress,train
img_758,8,Bag,train
img_759,9,Ankle boot,train
img_760,5,Sandal,train
img_761,1,Trouser,train
img_762,6,Shirt,train
img_763,4,Coat,train
img_764,5,Sandal,train
img_765,9,Ankle boot,train
img_766,6,Shirt,train
img_767,2,Pullover,train
img_768,8,Bag,train
img_769,8,Bag,train
img_770,7,Sneaker,train
img_771,0,T-shirt/top,train
img_772,1,Trouser,train
img_773,6,Shirt,train
img_774,5,Sandal,train
img_775,5,Sandal,train
img_776,6,Shirt,train
img_777,5,Sandal,train
img_778,4,Coat,train
img_779,6,Shirt,train
img_780,0,T-shirt/top,train
img_781,6,Shirt,train
img_782,1,Trouser,train
img_783,1,Trouser,train
img_784,5,Sandal,train
img_785,7,Sneaker,train
img_786,6,Shirt,train
img_787,5,Sandal,train
img_788,4,Coat,train
img_789,0,T-shirt/top,train
img_790,6,Shirt,train
img_791,0,T-shirt/top,train
img_792,7,Sneaker,train
img_793,2,Pullover,train
img_794,8,Bag,train
img_795,9,Ankle boot,train
img_796,1,Trouser,train
img_797,6,Shirt,train
img_798,7,Sneaker,train
img_799,1,Trouser,train
img_800,9,Ankle boot,train
img_801,8,Bag,train
img_802,3,Dress,train
img_803,5,Sandal,train
img_804,7,Sneaker,train
img_805,1,Trouser,train
img_806,1,Trouser,train
img_807,9,Ankle boot,train
img_808,0,T-shirt/top,train
img_809,6,Shirt,train
img_810,4,Coat,train
img_811,8,Bag,train
img_812,0,T-shirt/top,train
img_813,9,Ankle boot,train
img_814,5,Sandal,train
img_815,0,T-shirt/top,train
img_816,0,T-shirt/top,train
img_817,1,Trouser,train
img_818,8,Bag,train
img_819,7,Sneaker,train
img_820,6,Shirt,train
img_821,7,Sneaker,train
img_822,9,Ankle boot,train
img_823,0,T-shirt/top,train
img_824,3,Dress,train
img_825,0,T-shirt/top,train
img_826,1,Trouser,train
img_827,3,Dress,train
img_828,8,Bag,train
img_829,0,T-shirt/top,train
img_830,0,T-shirt/top,train
img_831,1,Trouser,train
img_832,7,Sneaker,train
img_833,4,Coat,train
img_834,7,Sneaker,train
img_835,3,Dress,train
img_836,7,Sneaker,train
img_837,0,T-shirt/top,train
img_838,6,Shirt,train
img_839,0,T-shirt/top,train
img_840,2,Pullover,train
img_841,3,Dress,train
img_842,4,Coat,train
img_843,5,Sandal,train
img_844,9,Ankle boot,train
img_845,5,Sandal,train
img_846,2,Pullover,train
img_847,8,Bag,train
img_848,7,Sneaker,train
img_849,0,T-shirt/top,train
img_850,1,Trouser,train
img_851,4,Coat,train
img_852,1,Trouser,train
img_853,8,Bag,train
img_854,3,Dress,train
img_855,2,Pullover,train
img_856,7,Sneaker,train
img_857,5,Sandal,train
img_858,0,T-shirt/top,train
img_859,9,Ankle boot,train
img_860,6,Shirt,train
img_861,6,Shirt,train
img_862,9,Ankle boot,train
img_863,3,Dress,train
img_864,1,Trouser,train
img_865,1,Trouser,train
img_866,9,Ankle boot,train
img_867,9,Ankle boot,train
img_868,3,Dress,train
img_869,9,Ankle boot,train
img_870,7,Sneaker,train
img_871,3,Dress,train
img_872,1,Trouser,train
img_873,9,Ankle boot,train
img_874,1,Trouser,train
img_875,6,Shirt,train
img_876,3,Dress,train
img_877,0,T-shirt/top,train
img_878,4,Coat,train
img_879,8,Bag,train
img_880,0,T-shirt/top,train
img_881,6,Shirt,train
img_882,6,Shirt,train
img_883,2,Pullover,train
img_884,9,Ankle boot,train
img_885,1,Trouser,train
img_886,9,Ankle boot,train
img_887,8,Bag,train
img_888,3,Dress,train
img_889,4,Coat,train
img_890,7,Sneaker,train
img_891,2,Pullover,train
img_892,0,T-shirt/top,train
img_893,0,T-shirt/top,train
img_894,8,Bag,train
img_895,6,Shirt,train
img_896,9,Ankle boot,train
img_897,1,Trouser,train
img_898,2,Pullover,train
img_899,5,Sandal,train
img_900,2,Pullover,train
img_901,8,Bag,train
img_902,5,Sandal,train
img_903,6,Shirt,train
img_904,7,Sneaker,train
img_905,0,T-shirt/top,train
img_906,6,Shirt,train
img_907,8,Bag,train
img_908,7,Sneaker,train
img_909,1,Trouser,train
img_910,0,T-shirt/top,train
img_911,3,Dress,train
img_912,4,Coat,train
img_913,7,Sneaker,train
img_914,5,Sandal,train
img_915,2,Pullover,train
img_916,5,Sandal,train
img_917,1,Trouser,train
img_918,1,Trouser,train
img_919,5,Sandal,train
img_920,7,Sneaker,train
img_921,5,Sandal,train
img_922,1,Trouser,train
img_923,4,Coat,train
img_924,9,Ankle boot,train
img_925,6,Shirt,train
img_926,7,Sneaker,train
img_927,5,Sandal,train
img_928,7,Sneaker,train
img_929,3,Dress,train
img_930,8,Bag,train
img_931,2,Pullover,train
img_932,9,Ankle boot,train
img_933,4,Coat,train
img_934,2,Pullover,train
img_935,5,Sandal,train
img_936,5,Sandal,train
img_937,7,Sneaker,train
img_938,4,Coat,train
img_939,2,Pullover,train
img_940,6,Shirt,train
img_941,9,Ankle boot,train
img_942,0,T-shirt/top,train
img_943,5,Sandal,train
img_944,3,Dress,train
img_945,6,Shirt,train
img_946,9,Ankle boot,train
img_947,5,Sandal,train
img_948,3,Dress,train
img_949,6,Shirt,train
img_950,0,T-shirt/top,train
img_951,3,Dress,train
img_952,5,Sandal,train
img_953,7,Sneaker,train
img_954,1,Trouser,train
img_955,2,Pullover,train
img_956,5,Sandal,train
img_957,7,Sneaker,train
img_958,8,Bag,train
img_959,1,Trouser,train
img_960,6,Shirt,train
img_961,3,Dress,train
img_962,9,Ankle boot,train
img_963,7,Sneaker,train
img_964,7,Sneaker,train
img_965,0,T-shirt/top,train
img_966,4,Coat,train
img_967,0,T-shirt/top,train
img_968,8,Bag,train
img_969,7,Sneaker,train
img_970,6,Shirt,train
img_971,9,Ankle boot,train
img_972,0,T-shirt/top,train
img_973,2,Pullover,train
img_974,7,Sneaker,train
img_975,6,Shirt,train
img_976,0,T-shirt/top,train
img_977,4,Coat,train
img_978,7,Sneaker,train
img_979,4,Coat,train
img_980,1,Trouser,train
img_981,2,Pullover,train
img_982,6,Shirt,train
img_983,7,Sneaker,train
img_984,8,Bag,train
img_985,2,Pullover,train
img_986,5,Sandal,train
img_987,6,Shirt,train
img_988,0,T-shirt/top,train
img_989,2,Pullover,train
img_990,9,Ankle boot,train
img_991,8,Bag,train
img_992,5,Sandal,train
img_993,4,Coat,train
img_994,5,Sandal,train
img_995,7,Sneaker,train
img_996,3,Dress,train
img_997,3,Dress,train
img_998,9,Ankle boot,train
img_999,8,Bag,train
img_1000,1,Trouser,train
img_1001,2,Pullover,train
img_1002,2,Pullover,train
img_1003,6,Shirt,train
img_1004,1,Trouser,train
img_1005,0,T-shirt/top,train
img_1006,5,Sandal,train
img_1007,5,Sandal,train
img_1008,9,Ankle boot,train
img_1009,6,Shirt,train
img_1010,8,Bag,train
img_1011,3,Dress,train
img_1012,5,Sandal,train
img_1013,0,T-shirt/top,train
img_1014,6,Shirt,train
img_1015,8,Bag,train
img_1016,1,Trouser,train
img_1017,1,Trouser,train
img_1018,9,Ankle boot,train
img_1019,1,Trouser,train
img_1020,1,Trouser,train
img_1021,4,Coat,train
img_1022,2,Pullover,train
img_1023,7,Sneaker,train
img_1024,1,Trouser,train
img_1025,5,Sandal,train
img_1026,3,Dress,train
img_1027,4,Coat,train
img_1028,9,Ankle boot,train
img_1029,7,Sneaker,train
img_1030,8,Bag,train
img_1031,0,T-shirt/top,train
img_1032,4,Coat,train
img_1033,8,Bag,train
img_1034,9,Ankle boot,train
img_1035,1,Trouser,train
img_1036,9,Ankle boot,train
img_1037,3,Dress,train
img_1038,3,Dress,train
img_1039,3,Dress,train
img_1040,9,Ankle boot,train
img_1041,0,T-shirt/top,train
img_1042,9,Ankle boot,train
